取得日時,ジャンル,タイトル,URL,キーワード,要約
2026-02-12 16:09,国内,経済安保推進法改正案 全容が判明,https://news.yahoo.co.jp/pickup/6569597,経済,政府が１８日召集の特別国会に提出する経済安全保障推進法改正案の全容が判明した。経済安保上特に重要な日本企業の海外での活動について、国が損失リスクを引き受けた上で出資する「特定海外事業」制度を新設する
2026-02-12 16:09,国際,中国 高市氏に祝意の台湾総統非難,https://news.yahoo.co.jp/pickup/6569539,中国,【北京共同】中国国務院（政府）台湾事務弁公室の朱鳳蓮報道官は11日の記者会見で、台湾の頼清徳総統が高市早苗首相に示した衆院選での勝利に関する祝意について「日本が植民地時代に犯した重罪を顧みず、こびを
2026-02-12 16:09,国際,露 戦費調達へオンカジ合法化案,https://news.yahoo.co.jp/pickup/6569582,案,ロシアのプーチン政権で、オンラインカジノの合法化案が浮上している。ウクライナ侵略の生命線となってきたロシアの石油・ガス収入が、原油安や米欧の対露制裁の影響で減少していることが背景にある。日本の消費税
2026-02-12 16:09,国際,カナダ学校銃撃事件 容疑者は18歳,https://news.yahoo.co.jp/pickup/6569610,容疑,カナダの学校などで起きた銃撃事件で、警察は、自殺した容疑者は過去にこの学校に通っていた18歳の女であると発表しました。
2026-02-12 16:09,国際,中国の春節 ハリポタ悪役なぜ人気,https://news.yahoo.co.jp/pickup/6569626,中国,魔法界の悪役が“福”を呼ぶ存在に――。　17日に春節（旧正月）を迎える中国で、映画「ハリー・ポッター」シリーズの主人公のライバル役として知られるドラコ・マルフォイの写真を使った縁起物が流行している。
